score
15.17540609
-2.801251699
0.450795133
8.747800716
7.620319824
6.186813208
10.99572123
3.169406762
4.525513978
11.33925557
6.895505057
3.736811725
1.424210805
4.19068066
10.3743103
6.712041142
3.2871006
11.4499258
10.04962292
1.988467013
5.140403059
6.044541492
5.306729603
18.23907765
6.275681013
5.995365741
5.806275752
2.83984058
12.26049718
12.99024423
-6.737116474
12.40299151
12.92042843
4.69217757
2.185508341
1.377540973
6.575481111
11.76911357
9.819148008
11.29443015
15.25696177
10.66908404
6.560541132
12.58548717
4.971106415
2.972663043
4.026695807
8.214891307
8.928730005
2.847278884
11.88288425
10.5355485
6.930950143
6.43234786
7.86927437
3.714082464
5.570122899
0.26580142
8.315149588
8.239395946
2.255197696
8.1520883
4.558837742
6.692866074
2.352153368
4.490742533
11.93200171
4.913245108
-0.046086582
14.89753658
10.36375925
15.63923927
-6.446109032
9.805671947
9.278889715
5.721470109
10.54399635
10.65757084
1.305228983
14.12088945
10.50705849
0.187338469
6.885853399
7.075565685
5.009705073
14.40145189
14.08432228
8.546998192
-1.919039987
2.218601386
-3.965471325
11.28872236
9.127639524
2.827508356
-1.143270003
7.419135963
4.376591786
2.274904011
0.456857268
14.12098235
10.49582392
15.95701023
10.40086786
10.85759154
6.415205722
6.718292536
11.29467499
0.773847736
10.3126656
8.480248335
8.837701623
4.817620816
8.090586354
3.407132024
3.79145647
5.582128688
2.410215705
7.187352749
9.578462332
3.96443175
10.77938695
13.60610196
8.624820936
15.23208965
14.85566207
13.78538713
8.383806992
2.203237151
9.895655236
0.711977115
9.93459399
6.360941082
3.97829406
9.921881038
14.48996158
8.218652038
7.704563341
2.996874402
11.39828488
9.262824717
3.863415413
13.8202868
11.28076799
14.52981619
10.94586211
9.199008842
3.638530987
2.972912691
-7.039196386
11.93614434
8.579353491
12.06310258
7.328872138
1.903013278
-2.032108198
11.04039974
0.635197594
4.831244593
8.966678561
5.754978945
11.9917493
0.952268462
11.74653275
6.291211094
7.35245207
10.54423652
5.615578181
2.631630536
4.723456404
9.459224565
6.051861645
17.75418092
11.71258604
2.312327071
10.1931911
7.503419788
3.906604084
13.44403812
10.51027197
5.798006757
5.174000828
3.724248428
9.301573142
9.669037773
9.050541197
9.476982329
6.438560628
0.056912099
8.479570603
1.003285057
2.866270433
9.768476621
10.93205153
7.367084591
7.406935938
4.35988362
0.535005468
11.88957982
8.158943245
2.821346738
9.061577862
10.34769365
8.245019235
11.27886848
9.454023433
9.728708625
3.311010932
6.668601316
2.933072309
8.149849528
5.274733857
4.293933595
11.30607138
19.15796748
-2.158358027
7.52563299
3.367151545
9.21722469
3.141496653
2.858536436
6.653161964
1.466022572
16.36871065
5.776396894
8.84215087
9.402604166
10.59937366
9.156680957
8.334753756
17.46383413
10.43561287
6.797677928
6.201558619
14.66653239
16.58742059
5.229287973
6.25645723
-5.709470146
4.438412697
9.756350274
8.713431273
5.670498091
10.8019496
9.29739909
-0.95128495
15.55934755
11.21401116
9.487527019
12.24802145
1.001551442
12.64948982
12.60493197
4.517708412
11.93406275
